id,player_id,team_id,year,salary
1,863,4,1985,870000
2,1171,4,1985,550000
3,1272,4,1985,545000
4,2758,4,1985,633333
5,3096,4,1985,625000
6,3123,4,1985,800000
7,4482,4,1985,150000
8,6056,4,1985,483333
9,6432,4,1985,772000
10,7747,4,1985,250000
11,8645,4,1985,1500000
12,8761,4,1985,455000
13,11381,4,1985,407500
14,12316,4,1985,275000
15,13241,4,1985,775000
16,13295,4,1985,1625000
17,13772,4,1985,616667
18,14563,4,1985,450000
19,14602,4,1985,120000
20,15273,4,1985,750000
21,18275,4,1985,1354167
22,19666,4,1985,800000
23,1660,12,1985,625000
24,4309,12,1985,480000
25,4412,12,1985,437500
26,4604,12,1985,512500
27,5192,12,1985,375000
28,5916,12,1985,641667
29,6030,12,1985,450000
30,7324,12,1985,483333
31,10318,12,1985,725000
32,11221,12,1985,1090000
33,11652,12,1985,560000
34,11715,12,1985,440000
35,12182,12,1985,547143
36,13339,12,1985,1472819
37,13678,12,1985,341667
38,15356,12,1985,128500
39,15726,12,1985,800000
40,15975,12,1985,558333
41,17064,12,1985,60000
42,17068,12,1985,130000
43,17989,12,1985,581250
44,20668,12,1985,121000
45,509,15,1985,915000
46,941,15,1985,272500
47,1678,15,1985,1000000
48,1778,15,1985,115000
49,1889,15,1985,177500
50,2353,15,1985,747500
51,3404,15,1985,580000
52,3421,15,1985,140000
53,3965,15,1985,160000
54,5226,15,1985,650000
55,5552,15,1985,800000
56,6600,15,1985,477500
57,7427,15,1985,130000
58,8488,15,1985,335000
59,8904,15,1985,300000
60,9530,15,1985,125000
61,9969,15,1985,370000
62,12707,15,1985,275000
63,13597,15,1985,260000
64,13647,15,1985,165000
65,13878,15,1985,240000
66,15508,15,1985,483333
67,15613,15,1985,779227
68,17830,15,1985,1075000
69,17848,15,1985,325000
70,1279,30,1985,365000
71,1755,30,1985,883000
72,2460,30,1985,856667
73,2769,30,1985,612500
74,2823,30,1985,875000
75,3435,30,1985,60000
76,3764,30,1985,360000
77,4471,30,1985,1100000
78,4966,30,1985,808333
79,6054,30,1985,633333
80,7248,30,1985,700000
81,8096,30,1985,737000
82,8540,30,1985,625000
83,9038,30,1985,1058894
84,9440,30,1985,390000
85,10314,30,1985,346667
86,11982,30,1985,60000
87,12948,30,1985,407500
88,14663,30,1985,125000
89,16048,30,1985,146500
90,16446,30,1985,340000
91,16729,30,1985,120000
92,16813,30,1985,130000
93,17333,30,1985,437500
94,18278,30,1985,750000
95,20058,30,1985,266667
96,20366,30,1985,683333
97,20698,30,1985,550000
98,137,34,1985,147500
99,714,34,1985,675000
100,820,34,1985,811250
101,2474,34,1985,727500
102,4094,34,1985,1242333
103,4933,34,1985,900000
104,5878,34,1985,685000
105,5944,34,1985,165000
106,7387,34,1985,60000
107,7511,34,1985,150000
108,8385,34,1985,200000
109,9085,34,1985,265000
110,9973,34,1985,300000
111,10536,34,1985,565000
112,10982,34,1985,463000
113,13504,34,1985,110000
114,14157,34,1985,333333
115,16382,34,1985,325000
116,16867,34,1985,1136262
117,17746,34,1985,390000
118,19492,34,1985,195000
119,1801,31,1985,215000
120,2316,31,1985,375000
121,3105,31,1985,1450000
122,4385,31,1985,550000
123,4633,31,1985,406250
124,5170,31,1985,800000
125,5258,31,1985,750000
126,6018,31,1985,200000
127,6170,31,1985,483333
128,8000,31,1985,310000
129,11028,31,1985,490000
130,11805,31,1985,600000
131,13027,31,1985,865000
132,16299,31,1985,766667
133,16456,31,1985,505000
134,16470,31,1985,500000
135,17487,31,1985,670000
136,17647,31,1985,320000
137,17711,31,1985,225000
138,18265,31,1985,1260000
139,18960,31,1985,640000
140,20449,31,1985,321667
141,1215,42,1985,751297
142,2272,42,1985,60000
143,3619,42,1985,920000
144,6008,42,1985,117500
145,6133,42,1985,75000
146,8851,42,1985,833333
147,10209,42,1985,250000
148,12123,42,1985,110000
149,12752,42,1985,300000
150,13844,42,1985,550000
151,14254,42,1985,970000
152,14322,42,1985,350000
153,14570,42,1985,225000
154,15013,42,1985,255000
155,15051,42,1985,410000
156,15407,42,1985,227500
157,16139,42,1985,358858
158,17675,42,1985,1071429
159,18159,42,1985,250000
160,18739,42,1985,60000
161,19199,42,1985,60000
162,19284,42,1985,155000
163,636,46,1985,303333
164,801,46,1985,225000
165,1361,46,1985,400000
166,1644,46,1985,650000
167,2563,46,1985,425000
168,2700,46,1985,115000
169,2934,46,1985,110000
170,5230,46,1985,265000
171,5843,46,1985,190000
172,6135,46,1985,455000
173,6522,46,1985,200000
174,7573,46,1985,210000
175,7721,46,1985,458333
176,7997,46,1985,225000
177,9053,46,1985,140000
178,16245,46,1985,295000
179,18367,46,1985,285000
180,18713,46,1985,1100000
181,19408,46,1985,375000
182,19418,46,1985,125000
183,1322,52,1985,240000
184,1344,52,1985,262500
185,2155,52,1985,250000
186,3015,52,1985,76000
187,5550,52,1985,1083333
188,6702,52,1985,685000
189,7338,52,1985,250000
190,8223,52,1985,660000
191,8230,52,1985,675000
192,10446,52,1985,380000
193,10689,52,1985,670000
194,11036,52,1985,575000
195,13099,52,1985,885000
196,14289,52,1985,766667
197,14658,52,1985,875000
198,16661,52,1985,100000
199,18551,52,1985,177500
200,18901,52,1985,517143
201,19932,52,1985,670000
202,20053,52,1985,550000
203,558,59,1985,416667
204,1007,59,1985,155000
205,2614,59,1985,291667
206,4092,59,1985,796383
207,4372,59,1985,60000
208,4425,59,1985,295000
209,4801,59,1985,255000
210,4911,59,1985,325000
211,6529,59,1985,745000
212,10035,59,1985,850000
213,13038,59,1985,700000
214,13617,59,1985,825000
215,15099,59,1985,541667
216,15574,59,1985,350000
217,16326,59,1985,1350000
218,16835,59,1985,360000
219,17414,59,1985,500000
220,17747,59,1985,160000
221,18708,59,1985,675000
222,19547,59,1985,341667
223,761,69,1985,205000
224,1160,69,1985,358000
225,1523,69,1985,465000
226,2049,69,1985,1000000
227,3621,69,1985,250000
228,7357,69,1985,115000
229,9019,69,1985,95000
230,9422,69,1985,202500
231,9426,69,1985,100000
232,10383,69,1985,535000
233,10658,69,1985,225000
234,10703,69,1985,871429
235,12357,69,1985,800000
236,13166,69,1985,155500
237,14018,69,1985,450000
238,15089,69,1985,316667
239,15189,69,1985,975000
240,16339,69,1985,150000
241,17093,69,1985,175000
242,18250,69,1985,608333
243,19684,69,1985,425000
244,20286,69,1985,843750
245,713,72,1985,330000
246,2129,72,1985,150000
247,4699,72,1985,120000
248,5113,72,1985,60000
249,6911,72,1985,500000
250,7371,72,1985,1270000
251,8269,72,1985,212000
252,8604,72,1985,705000
253,9274,72,1985,150000
254,10404,72,1985,537500
255,11423,72,1985,140000
256,11608,72,1985,333000
257,13613,72,1985,370000
258,13904,72,1985,750000
259,14463,72,1985,350000
260,15541,72,1985,980000
261,16278,72,1985,450000
262,16579,72,1985,465000
263,16810,72,1985,435000
264,19157,72,1985,1200000
265,19804,72,1985,643750
266,20000,72,1985,316667
267,20588,72,1985,500000
268,358,84,1985,62500
269,2304,84,1985,425000
270,2544,84,1985,120000
271,2551,84,1985,320000
272,3005,84,1985,550000
273,4406,84,1985,650000
274,5422,84,1985,215000
275,5813,84,1985,120000
276,6336,84,1985,415000
277,7889,84,1985,293750
278,8756,84,1985,560000
279,10505,84,1985,145000
280,15092,84,1985,130000
281,16375,84,1985,60000
282,16751,84,1985,150000
283,17363,84,1985,728571
284,17496,84,1985,335000
285,18570,84,1985,110000
286,19361,84,1985,375000
287,2506,81,1985,581250
288,3744,81,1985,1176190
289,4298,81,1985,565000
290,5818,81,1985,1065000
291,6419,81,1985,687500
292,7461,81,1985,679167
293,8345,81,1985,60000
294,8692,81,1985,215000
295,11490,81,1985,510000
296,12007,81,1985,480000
297,12860,81,1985,950000
298,12945,81,1985,365000
299,13856,81,1985,560000
300,16054,81,1985,290000
301,16748,81,1985,100000
302,17240,81,1985,1000000
303,19407,81,1985,540000
304,19457,81,1985,460000
305,20681,81,1985,1000000
306,2151,85,1985,550000
307,4427,85,1985,1033333
308,4786,85,1985,175000
309,5850,85,1985,60000
310,5987,85,1985,350000
311,6141,85,1985,250000
312,7399,85,1985,700000
313,10544,85,1985,375000
314,10560,85,1985,650000
315,11127,85,1985,513500
316,13609,85,1985,105000
317,14204,85,1985,375000
318,15231,85,1985,1200000
319,15380,85,1985,850000
320,15796,85,1985,95000
321,16634,85,1985,375000
322,17392,85,1985,290000
323,19541,85,1985,565000
324,19673,85,1985,650000
325,20372,85,1985,308333
326,1083,93,1985,810000
327,1371,93,1985,477500
328,2611,93,1985,250000
329,3891,93,1985,120000
330,7265,93,1985,1075000
331,7381,93,1985,900000
332,7879,93,1985,425000
333,8087,93,1985,1470000
334,9756,93,1985,1420000
335,11814,93,1985,455000
336,12371,93,1985,100000
337,12904,93,1985,637500
338,13619,93,1985,600000
339,15313,93,1985,600000
340,15696,93,1985,680000
341,16408,93,1985,435000
342,17142,93,1985,637500
343,20015,93,1985,800000
344,20304,93,1985,1795704
345,20549,93,1985,550000
346,660,90,1985,200000
347,1321,90,1985,325000
348,1841,90,1985,525000
349,2931,90,1985,2028571
350,4286,90,1985,230000
351,6075,90,1985,1942857
352,6494,90,1985,100000
353,6994,90,1985,450000
354,7042,90,1985,150000
355,8008,90,1985,260000
356,8204,90,1985,1100000
357,9273,90,1985,115000
358,10049,90,1985,560000
359,11211,90,1985,330000
360,12099,90,1985,60000
361,13998,90,1985,650000
362,16509,90,1985,125000
363,17284,90,1985,275000
364,17870,90,1985,300000
365,18098,90,1985,516667
366,20263,90,1985,591667
367,581,95,1985,107333
368,733,95,1985,575000
369,1497,95,1985,60000
370,1653,95,1985,350000
371,3480,95,1985,141500
372,3560,95,1985,700000
373,4399,95,1985,305000
374,7254,95,1985,610000
375,7991,95,1985,425000
376,8089,95,1985,150000
377,8733,95,1985,262500
378,9347,95,1985,600000
379,9916,95,1985,1087500
380,10424,95,1985,608333
381,10439,95,1985,900000
382,11983,95,1985,520000
383,13302,95,1985,845833
384,13709,95,1985,283107
385,14735,95,1985,220000
386,14746,95,1985,100000
387,18530,95,1985,207500
388,139,103,1985,237000
389,395,103,1985,250500
390,2853,103,1985,1075000
391,3780,103,1985,220000
392,4616,103,1985,1109333
393,4698,103,1985,620000
394,7318,103,1985,350000
395,7320,103,1985,140000
396,7944,103,1985,500000
397,8781,103,1985,192500
398,10039,103,1985,60000
399,10134,103,1985,600000
400,10637,103,1985,310000
401,11321,103,1985,820333
402,15349,103,1985,700000
403,16222,103,1985,220000
404,16415,103,1985,240000
405,16709,103,1985,2130300
406,19366,103,1985,350000
407,277,107,1985,255000
408,4548,107,1985,155000
409,7354,107,1985,150000
410,7880,107,1985,129166
411,10793,107,1985,425000
412,11333,107,1985,975500
413,11900,107,1985,600000
414,12370,107,1985,796667
415,13100,107,1985,232500
416,14017,107,1985,60000
417,14483,107,1985,1075000
418,15359,107,1985,632000
419,15540,107,1985,200000
420,15602,107,1985,645000
421,15857,107,1985,520000
422,16851,107,1985,350000
423,18524,107,1985,830000
424,18673,107,1985,1066667
425,18998,107,1985,130000
426,1422,113,1985,140000
427,2184,113,1985,150000
428,2392,113,1985,160000
429,5013,113,1985,240000
430,5922,113,1985,175000
431,6552,113,1985,975000
432,7055,113,1985,1713333
433,7451,113,1985,440000
434,7921,113,1985,200000
435,8753,113,1985,975000
436,9041,113,1985,340000
437,9790,113,1985,870000
438,10639,113,1985,270000
439,11640,113,1985,140000
440,12360,113,1985,150000
441,13532,113,1985,900000
442,16210,113,1985,325000
443,17174,113,1985,537500
444,18028,113,1985,556250
445,18532,113,1985,1137000
446,18734,113,1985,130000
447,20043,113,1985,512500
448,1123,115,1985,470000
449,1740,115,1985,437500
450,1938,115,1985,125000
451,3889,115,1985,400000
452,4345,115,1985,225000
453,8080,115,1985,310000
454,9635,115,1985,183000
455,10428,115,1985,160000
456,12972,115,1985,228000
457,13741,115,1985,97000
458,14133,115,1985,114400
459,14526,115,1985,175000
460,14699,115,1985,180000
461,15039,115,1985,71600
462,18630,115,1985,690000
463,19188,115,1985,315000
464,20665,115,1985,159000
465,20766,115,1985,272500
466,1639,114,1985,250000
467,2030,114,1985,385000
468,2191,114,1985,60000
469,4358,114,1985,550000
470,4396,114,1985,195000
471,5034,114,1985,767500
472,6537,114,1985,85000
473,6818,114,1985,135000
474,7062,114,1985,170000
475,7184,114,1985,275000
476,7608,114,1985,355000
477,10245,114,1985,630000
478,10486,114,1985,355000
479,10683,114,1985,500000
480,10707,114,1985,900000
481,12782,114,1985,865000
